,id,name,pagerank,lat,lon
517,3467,W Broadway & Spring Street,0.297407226148764,40.7249,-74.0017
518,3501,E 118 St & Madison Ave,0.297396188122909,40.8015,-73.9443
519,3606,49 Ave & 21 St,0.296370288808548,40.7425,-73.9489
520,3437,Riverside Dr & W 91 St,0.296218167267157,40.7931,-73.977
995,3549,Grand Ave & Bergen St,0.291765882717152,40.678,-73.9624
996,3469,India St & West St,0.288858338887715,40.7318,-73.96
997,3369,E 82 St & East End Ave,0.28628375972903,40.7725,-73.9468
998,431,Hanover Pl & Livingston St,0.284016912923282,40.6886,-73.9826
450,3548,Pacific St & Bedford Ave,0.283941618336021,40.6778,-73.9529
451,3503,Madison Ave & E 120 St,0.278811581993351,40.803,-73.943
452,3583,Eastern Pkwy & Washington Ave,0.276717323592533,40.6716,-73.9631
453,3578,Park Pl & Franklin Ave,0.276243661330483,40.6742,-73.9565
454,3551,3 Ave & E 112 St,0.276041959772247,40.7955,-73.9416
455,3474,6 Ave & Spring St,0.274743078701894,40.7253,-74.0041
456,3564,21 St & 36 Ave,0.273885121668989,40.7602,-73.9363
457,3644,Van Dyke St & Van Brunt St,0.273802993664144,40.6758,-74.0149
999,3498,Pleasant Ave & E 120 St,0.271917171050334,40.7975,-73.9312
1000,3492,E 118 St & Park Ave,0.271474107907521,40.8005,-73.942
1001,3539,W 116 St & Amsterdam Ave,0.266024696014477,40.8068,-73.9607
1002,3574,Prospect Pl & Underhill Ave,0.265060035107556,40.677,-73.9658
1003,3582,Lincoln Pl & Classon Ave,0.262929695804625,40.6722,-73.9609
459,3557,40 Ave & 9 St,0.262245897333636,40.7574,-73.9451
460,3495,E 114 St & 1 Ave,0.26223616288763,40.7946,-73.9363
461,3632,E 12 St & Avenue B,0.260563362220295,40.728,-73.9788
462,3491,E 118 St & 1 Ave,0.258393849596488,40.7975,-73.935
1004,3585,Union St & Bedford Ave,0.254957072339368,40.6692,-73.9554
1005,3635,W 36 St & 9 Ave,0.253726633301982,40.7546,-73.9952
1006,3571,Bedford Ave & Bergen St,0.252147345809916,40.6764,-73.9529
1007,3623,W 120 St & Claremont Ave,0.244885436134025,40.8109,-73.9634
1008,3646,35 Ave & 10 St,0.243124603451404,40.7632,-73.9399
463,3643,E 41 St & 5 Ave,0.242624711574212,40.7527,-73.9812
464,3537,Carlton Ave & Dean St,0.239864373360145,40.681,-73.971
465,3601,Sterling St & Bedford Ave,0.239698580602102,40.6627,-73.9569
466,3457,E 58 St & Madison Ave,0.237679029612541,40.763,-73.9721
467,3445,Riverside Dr & W 89 St,0.235327827342837,40.7918,-73.9786
1009,3546,Pacific St & Classon Ave,0.235006825595123,40.6792,-73.9588
1010,3456,Jackson St & Leonard St,0.233696039180326,40.7164,-73.9482
1012,3138,E 77 St & Park Ave,0.232537599597557,40.7744,-73.9618
468,3089,Leonard St & Meeker Ave,0.229096918803426,40.7173,-73.9482
469,3594,Montgomery St & Franklin Ave OLD,0.226928805612492,40.6662,-73.9593
470,3647,48 Ave & 30 Pl,0.226271268591768,40.7413,-73.9373
471,3464,W 37 St & Broadway,0.226044662956631,40.7523,-73.9877
472,3506,Lexington Ave & E 120 St,0.225194342612901,40.8013,-73.9398
1013,3257,Adventures NYC,0.222661356156775,40.7738,-73.9712
1014,3654,31 St & Northern Blvd,0.220896493805467,40.7519,-73.9335
1015,3133,E 67 St & Park Ave,0.214207335224348,40.7674,-73.9649
473,3587,Carroll St & Washington Ave,0.213738755655848,40.6687,-73.9618
474,3590,Carroll St & Franklin Ave,0.2131418832342,40.6679,-73.9588
475,3653,31 St & 35 Ave,0.204113605419506,40.7582,-73.9283
476,3489,Gold St & Frankfort St,0.202984935358179,40.7107,-74.0035
477,3559,21 St & 38 Ave,0.200968201951086,40.7576,-73.9391
1019,3234,E 40 St & Madison Ave,0.200184398836119,40.7516,-73.9804
1020,3287,W 87 St & West End Ave,0.19819400050567,40.7903,-73.9771
1021,3620,11 St & 43 Ave,0.195681145264933,40.7519,-73.9479
1022,3596,Sullivan Pl & Bedford Ave,0.19374429827536,40.6642,-73.9575
1023,3291,Riverside Dr & W 91 St,0.192917416226582,40.7934,-73.9769
1024,3649,W 129 St & Convent Ave,0.190799603512693,40.8144,-73.9532
1025,3149,E 82 St & 2 Ave,0.189166785177789,40.7752,-73.9532
1026,3505,Lexington Ave & E 127 St,0.188618956632016,40.8057,-73.9363
1027,3229,Marcy Ave & MacDonough St,0.186841961525627,40.6806,-73.9462
479,3648,Flushing Ave & Vanderbilt Ave,0.186087894251184,40.698,-73.9708
481,3642,E 98 St & Lexington Ave,0.184044785211887,40.7873,-73.9501
1028,3441,10 Hudson Yards,0.180779209566483,40.753,-74.0026
1031,3550,Convent Ave & W 129 St,0.167694066234904,40.8141,-73.953
483,3450,Penn Station Valet - Valet Scan,0.154202298534844,40.7513,-73.9969
487,3631,Crown St & Bedford Ave,0.151182686641779,40.6666,-73.9567
488,3543,Morningside Dr & Amsterdam Ave,0.150437570036801,40.8103,-73.9574
489,3385,2 Ave & E 105 St,0.150191657408368,40.7898,-73.943
