,id,name,ratio,lat,lon
500,3044,Albany Ave & Fulton St,0.924233065678402,40.68,-73.9385
269,275,Washington Ave & Greene Ave,0.921749867701535,40.6865,-73.9656
270,2021,W 45 St & 8 Ave,0.920987796123474,40.7593,-73.9886
271,500,Broadway & W 51 St,0.920353982300885,40.7623,-73.9834
272,3139,E 72 St & Park Ave,0.918827130967186,40.7712,-73.9643
1007,416,Cumberland St & Lafayette Ave,0.917452156526707,40.6875,-73.9727
1008,3295,Central Park W & W 96 St,0.917171767770375,40.7913,-73.9648
1009,3437,Riverside Dr & W 91 St,0.917113783533765,40.7931,-73.977
1010,3562,Classon Ave & St Marks Ave,0.916824196597354,40.6765,-73.9596
1011,3603,31 Ave & 30 St,0.916256157635468,40.7647,-73.924
501,3354,3 St & Prospect Park West,0.916056247660803,40.6681,-73.9736
502,3149,E 82 St & 2 Ave,0.915352429996782,40.7752,-73.9532
503,3144,E 81 St & Park Ave,0.914719147191472,40.7768,-73.959
504,3545,Broadway & W 122 St,0.913108242303873,40.8121,-73.9613
505,3053,Marcy Ave & Lafayette Ave,0.907328605200946,40.6901,-73.9479
1012,465,Broadway & W 41 St,0.907274208278824,40.7551,-73.9866
1013,3546,Pacific St & Classon Ave,0.907017543859649,40.6792,-73.9588
1014,3138,E 77 St & Park Ave,0.90576694411415,40.7744,-73.9618
1015,468,Broadway & W 56 St,0.905682877647926,40.7653,-73.9819
1019,3229,Marcy Ave & MacDonough St,0.905021834061135,40.6806,-73.9462
1020,3177,W 84 St & Broadway,0.900702286096039,40.7868,-73.9771
1021,3300,Prospect Park West & 8 St,0.900382884395781,40.6651,-73.9764
1022,511,E 14 St & Avenue B,0.899831589010488,40.7294,-73.9777
274,356,Bialystoker Pl & Delancey St,0.898880543803774,40.7162,-73.9826
275,3170,W 84 St & Columbus Ave,0.896765852059584,40.785,-73.9728
276,436,Hancock St & Bedford Ave,0.895347663740034,40.6822,-73.954
277,3587,Carroll St & Washington Ave,0.890965732087227,40.6687,-73.9618
506,3160,Central Park West & W 76 St,0.881644649516466,40.779,-73.9737
507,469,Broadway & W 53 St,0.880687743760447,40.7634,-73.9827
508,362,Broadway & W 37 St,0.880634629703878,40.7517,-73.9875
509,3163,Central Park West & W 68 St,0.876591970673446,40.7734,-73.9778
510,443,Bedford Ave & S 9 St,0.875696908261531,40.7085,-73.9641
278,3283,W 89 St & Columbus Ave,0.875119708868033,40.7882,-73.9704
279,3542,Amsterdam Ave & W 119 St,0.87420864299477,40.8086,-73.9596
280,3133,E 67 St & Lexington Ave,0.874159820761762,40.7674,-73.9649
982,3538,W 110 St & Amsterdam Ave,0.867811799850635,40.8027,-73.963
983,391,Clark St & Henry St,0.866711303474497,40.6976,-73.9934
984,3593,31 St & Broadway,0.863182423435419,40.7616,-73.9259
985,420,Clermont Ave & Lafayette Ave,0.862914452037459,40.6876,-73.9697
1023,521,8 Ave & W 31 St N,0.860985447411572,40.7504,-73.9948
1029,245,Myrtle Ave & St Edwards St,0.86028292595577,40.6933,-73.977
1030,3266,Kiosk in a box Deployment,0.857142857142857,40.7086,-73.9285
284,3583,Eastern Pkwy & Washington Ave,0.851461988304094,40.6716,-73.9631
285,3161,W 76 St & Columbus Ave,0.849735994357713,40.7802,-73.9773
286,3623,W 120 St & Claremont Ave,0.848235294117647,40.8109,-73.9634
287,407,Henry St & Poplar St,0.848174588264763,40.7005,-73.9915
288,216,Columbia Heights & Cranberry St,0.843793857501877,40.7004,-73.9955
943,258,DeKalb Ave & Vanderbilt Ave,0.830494258612082,40.6894,-73.9689
944,517,Pershing Square S,0.823902956813557,40.7515,-73.978
1031,262,Washington Park,0.817158148530853,40.6918,-73.9737
1032,3164,Columbus Ave & W 72 St,0.804460359222287,40.7771,-73.979
1033,3552,W 113 St & Broadway,0.803497692494535,40.806,-73.9649
731,3536,W 116 St & Broadway,0.777304328324736,40.8082,-73.9641
732,289,Monroe St & Classon Ave,0.750615393031016,40.6846,-73.9588
733,399,Lafayette Ave & St James Pl,0.744359356529784,40.6885,-73.9648
734,3539,W 116 St & Amsterdam Ave,0.716003700277521,40.8068,-73.9607
735,3236,W 42 St & Dyer Ave,0.696406926863202,40.759,-73.9938
743,3302,Columbus Ave & W 103 St,0.62749040394809,40.7969,-73.9643
514,3230,Penn Station Valet,0.585521424378791,40.7513,-73.9969
516,3450,Penn Station Valet - Valet Scan,0.237724550898204,40.7513,-73.9969
